id,text,label
TeslaCrypt_Unknown_Unkn1_[].htm_train10,"of the private key and
decrypt program, which is on our Secret Server!!! Wh at do I do? Alas, if you do not take the necessary measures for the specified time then
the conditions for obtaining the private key will be changed If you really need your data, then we suggest you do not waste valuable
time searching for other solutions becausen they do not exist. For more specific instructions, please visit your personal home page, there
are a few different addresses pointing to your page below: REPLACEDLINK REPLACEDLINK REPLACEDLINK If for some reasons the addresses are not available, follow these steps: 1 . Download and install torbrowser: REPLACEDLINK 2 . After a successful installation, run the browser and wait for
initialization. 3 . Type in the torbrowser address bar: REPLACEDLINK 4 .",1
TeslaCrypt_Unknown_Unkn1_[].htm_train11,Follow the instructions on the site. !!! IMPORTANT INFORMATION: Your Personal PAGES: REPLACEDLINK REPLACEDLINK REPLACEDLINK Your Personal TORBrowser page : REPLACEDLINK Your personal ID if you open the site directly: removed,1
Qweuirtksd_!!!ReadMeToDecrypt.txt_train12,"Attention, all your files are encrypted with the AES cbc128 algorithm! It's not a virus like WannaCry and others, I hacked your computer,
The encryption key and bitcoin wallet are unique to your computer,
so you are guaranteed to be able to return your files. But before you pay, you can make sure that I can really decrypt any of your files. To do this, send me several encrypted files to REPLACEDLINK a maximum of 5 megabytes each, I will decrypt them
and I will send you back. No more than 5 files. Do not forget to send in the letter bitcoin address  from this file. After that, pay the decryption in the amount of 500 to the bitcoin address: 
After payment, send me a letter to REPLACEDLINK with payment",1
Qweuirtksd_!!!ReadMeToDecrypt.txt_train13,"notification.
Once payment is confirmed, I will send you a decryption program. You can pay bitcoins online in many ways: REPLACEDLINK payment by bank card REPLACEDLINK REPLACEDLINK About Bitcoins: REPLACEDLINK If you have any questions, write to me at REPLACEDLINK As a bonus, I will tell you how hacked your computer is and how to protect it in the future.",1
em_607_train14,"Dear Sirs, With the program Products in the OFFICE Catalog WH Deluxe there is a problem that the start screen appears first and then you are asked for the serial number. This has been entered correctly and the product is also registered. There is a green tick behind both entries SN and Mail. If you then go to Start, nothing happens, the program does not start. After reading the FAQ, I also installed the update that you recommend to customers who only see the start screen briefly. However, this did not lead to success.",0
btc_ae7df92f1c8785a1016db00b4a0dd09f_train15,"New Bitcoin ATM opens in Honey Brook, PA for buying and selling crypto currency REPLACEDLINK Hippo Kiosks LLC, a Bitcoin ATM company based in Pennsylvania, has deployed a new Bitcoin ATM in Honey Brook, PA. The new machine is located at Ziffy's at 403 Horseshoe Pike, Honey Brook, PA 19344. The Bitcoin ATM in Honey Brook is available to customers 7 days a week, and is servicing the citizens of Honey Brook as well as the entire Marple Township and Delaware County. You can buy or sell bitcoin on the machine for cash.
This Bitcoin ATM will allow citizens of Honey Brook to easily buy or sell bitcoin in their local convenient store. Transactions are instant and no pre registration is required. The entire process is done on the",0
btc_ae7df92f1c8785a1016db00b4a0dd09f_train16,"machine. For smaller transactions customers only need to bring their bitcoin wallet and cash. For larger transactions you might be asked to provide your ID for the transaction.
Hippo Kiosks is a veteranowned Bitcoin ATM company based in Honey Brook, PA that serves customers across the Lehigh Valley area. The company has more than a dozen Bitcoin machines in the area, available for customers in Honey Brook, Easton, Oley, Broomall, Line Lexington, Palmerton, Blue Ball, Allentown, Birdsboro, Bethlehem, Quakertown, Elizabethtown, Ephrata, Denver, Middletown and Lancaster.
The new Bitcoin ATM in Honey Brook uses hardware from ChainBytes, a leader in cryptocurrency ATM hardware and software development.
ChainBytes is a REPLACEDLINK based company specializing in enterprise solutions for those wanting to set up and operate their own Bitcoin ATM fleets. The company provides",0
btc_ae7df92f1c8785a1016db00b4a0dd09f_train17,"Bitcoin ATM hardware and software solutions making the process of starting and expanding a bitcoin ATM business easy and secure.
Noah Carmichael
This Bitcoin ATM will allow citizens of Honey Brook to easily buy or sell bitcoin in their local convenient store. Transactions are instant and no pre registration is required. The entire process is done on the machine. For smaller transactions customers only need to bring their bitcoin wallet and cash. For larger transactions you might be asked to provide your ID for the transaction.
Hippo Kiosks is a veteranowned Bitcoin ATM company based in Honey Brook, PA that serves customers across the Lehigh Valley area. The company has more than a dozen Bitcoin machines in the area, available for customers in Honey Brook, Easton, Oley, Broomall, Line Lexington, Palmerton,",0
btc_ae7df92f1c8785a1016db00b4a0dd09f_train18,"Blue Ball, Allentown, Birdsboro, Bethlehem, Quakertown, Elizabethtown, Ephrata, Denver, Middletown and Lancaster.
The new Bitcoin ATM in Honey Brook uses hardware from ChainBytes, a leader in cryptocurrency ATM hardware and software development.
ChainBytes is a REPLACEDLINK based company specializing in enterprise solutions for those wanting to set up and operate their own Bitcoin ATM fleets. The company provides Bitcoin ATM hardware and software solutions making the process of starting and expanding a bitcoin ATM business easy and secure.
Noah Carmichael
Hippo Kiosks LLC
1 6105083009
email us here
Visit us on social media:
Facebook
Twitter
Other",0
Dharma_bkp_Info.hta_train19,"All your files have been encrypted! All your files have been encrypted due to a security problem with your PC. If
you want to restore them, write us to the email REPLACEDLINK Write this ID in the title of your message 3AF0FA8F In case of no answer in 24 hours write us to theese e REPLACEDLINK You have to pay for decryption in Bitcoins. The price depends on how fast you
write to us. After payment we will send you the decryption tool that will
decrypt all your files. Free decryption as guarantee Before paying you can send us up to 1 file for free decryption. The total size
of files must be less than 1Mb non archived, and files should not contain
valuable information. databases,backups, large excel sheets, REPLACEDLINK How to obtain",1
Dharma_bkp_Info.hta_train20,"Bitcoins The easiest way to buy bitcoins is LocalBitcoins site. You have to register,
click 'Buy bitcoins', and select the seller by payment method and price. REPLACEDLINK Also you can find other places to buy Bitcoins and beginners guide here: REPLACEDLINK canibuybitcoins Attention! Do not rename encrypted files. Do not try to decrypt your data using third party software, it may cause permanent data loss. Decryption of your files with the help of third parties may cause increased price they add their fee to our or you can become a victim of a scam.",1
scarab_2018-10-12_HOW TO RECOVER ENCRYPTED FILES.txt_train21,"Your files are now encrypted! Your personal identifier:






 All your files have been encrypted due to a security problem with your PC. Now you should send us email with your personal identifier.
This email will be as confirmation you are ready to pay for decryption key.
You have to pay for decryption in Bitcoins. The price depends on how fast you write to us.
After payment we will send you the decryption tool that will decrypt all your files. Contact us using this email address: REPLACEDLINK REPLACEDLINK REPLACEDLINK If you don't get a reply or if the email dies, then contact us using Bitmessage.
Download it form here: REPLACEDLINK Run it, click New Identity and then send us a message at  Free decryption as guarantee!
Before paying you can send us up",1
scarab_2018-10-12_HOW TO RECOVER ENCRYPTED FILES.txt_train22,"to 3 files for free decryption.
The total size of files must be less than 10Mb non archived, and files should not contain
valuable information databases, backups, large excel sheets, REPLACEDLINK How to obtain Bitcoins? The easiest way to buy bitcoins is LocalBitcoins site. You have to register, click 'Buy bitcoins', and select the seller by payment method and price: REPLACEDLINK Also you can find other places to buy Bitcoins and beginners guide here: REPLACEDLINK canibuybitcoins Attention! Do not rename encrypted files. Do not try to decrypt your data using third party software, it may cause permanent data loss. Decryption of your files with the help of third parties may cause increased price they add their fee to our or you can become a victim of a scam.",1
clean_data_prose_2797.txt_train23,"Project Gutenberg's The Wolves and the Lamb, by William Makepeace Thackeray This eBook is for the use of anyone anywhere at no cost and with
almost no restrictions whatsoever. You may copy it, give it away or
reuse it under the terms of the Project Gutenberg License included
with this eBook or online at REPLACEDLINK Title: The Wolves and the Lamb Author: William Makepeace Thackeray Release Date: May 27, 2006 EBook 2797 Language: English Character set encoding: ASCII START OF THIS PROJECT GUTENBERG EBOOK THE WOLVES AND THE LAMB Produced by Donald Lainson THE WOLVES AND THE LAMB By William Makepeace Thackeray DRAMATIS PERSONAE. MR. HORACE MILLIKEN, a Widower, a wealthy City Merchant. GEORGE MILLIKEN, a Child, his Son. CAPTAIN TOUCHIT, his Friend. CLARENCE KICKLEBURY, brother to Milliken's late Wife. JOHN",0
clean_data_prose_2797.txt_train24,"HOWELL, M's Butler and confidential Servant. CHARLES PAGE, Footboy. BULKELEY, Lady Kicklebury's Servant. MR. BONNINGTON. Coachman, Cabman; a Bluecoat Boy, another Boy Mrs. Prior's Sons. LADY KICKLEBURY, Motherinlaw to Milliken. MRS. BONNINGTON, Milliken's Mother married again. MRS. PRIOR. MISS PRIOR, her Daughter, Governess to Milliken's Children. ARABELLA MILLIKEN, a Child. MARY BARLOW, Schoolroom Maid. A grownup Girl and Child of Mrs. Prior's, Lady REPLACEDLINK Maid, Cook. THE WOLVES AND THE LAMB. ACT I. Scene.MILLIKEN'S villa at Richmond; two drawingrooms opening into
one another. The late MRS. MILLIKEN'S portrait over the mantelpiece;
bookcases, writingtables, piano, newspapers, a handsomely furnished
saloon. The backroom opens, with very large windows, on the lawn and
pleasureground; gate, and wallover which the heads of a cab and a
carriage are seen, as persons arrive. Fruit, and a ladder on",0
clean_data_prose_2797.txt_train25,"the walls.
A door to the diningroom, another to the sleepingapartments, c. JOHN.Everybody out; governor in the city; governess heighho!
walking in the Park with the children; ladyship gone out in the
carriage. Let's sit down and have a look at the papers. Buttons fetch
the Morning Post out of Lady Kicklebury's room. Where's the Daily News,
sir? PAGE.Think it's in Milliken's room. JOHN.Milliken! you scoundrel! What do you mean by Milliken? Speak of
your employer as your governor if you like; but not as simple Milliken.
Confound your impudence! you'll be calling me Howell next. PAGE.Well! I didn't know. YOU call him Milliken. JOHN.Because I know him, because I'm intimate with him, because
there's not a secret he has but I may have it for the asking; because
the letters addressed to Horace Milliken, REPLACEDLINK might",0
clean_data_prose_2797.txt_train26,"as well be
addressed John Howell, REPLACEDLINK for I read 'em, I put 'em away and docket
'em, and remember 'em. I know his affairs better than he does: his
income to a shilling, pay his tradesmen, wear his coats if I like. I
may call Mr. Milliken what I please; but not YOU, you little scamp of a
clodhopping ploughboy. Know your station and do your business, or you
don't wear THEM buttons",0
em_183_train27,"Would like to import and edit old selfcreated XLS processes. I connected the XLS scanner to the PC USB plug via a USB cable and Geracyl importer WINCASH Combi Stick. The process to be created also appears in the creation dialog window of Warehouse Sales Firstclass WH, but as soon as I activate the Creation button, the message A connection to the hardware could not be established appears. I also noticed that the order number was already missing in the preview. I have already swapped the cable, the process scanner and the import stick for another model, unfortunately without result. Annotation: It worked for a short time at the beginning.",0
diy_Creating a USB Live Installer_Drive_train28,"Introduction: Creating a USB Live Installer Drive
First of all, you need three things:
1A USB Drive you are willing to sacrifice2 GB or higher is preferred
2A computer running XP, Vista or 7.
3A distribution to run Live or install on the USB drive.
Where to get the requirments:
USB Drive: I got mine at WalMart
Software REPLACEDLINK USBInstaller UniversalUSBInstaller REPLACEDLINK Step 1: Getting Set Up.
DISCLAIMER:I am not responsible for any harm to your existing OS. Use with Caution!
Download the software: REPLACEDLINK USBInstaller UniversalUSBInstaller REPLACEDLINK This will allow you to choose a distro.
For example, Slax
Make sure you don't use a installer if you want to use a LiveUSB.
By the way, Slax has persistent memory, meaning things will stay inbetween boots.
Step 2: Now, for the Work
1Plug in your sacrificed flash drive.
2Make sure NOTHING you want",0
diy_Creating a USB Live Installer_Drive_train29,"is on it.
3Format it.
4Open the App.
5Select distro.
6Tick the box that says download the iso
7When the popup comes up, hit yes
8Select drive. Make sure you tick the flash drive.
9Tick create.
10Let it run.
11Wait for it to complete.
12Done? Turn off computer.
13Turn it back on and open up the boot deice menu.
14Use arrows and enter to select USB Device.
15Hit enter if using Slax.
16Watch the magic happen!
Step 3: Done!
Hopefully, after this, it will work. If not, ask me, I may be able to help.
2 Comments
10 years ago on Introduction
what exactly does this do? instal linux from a flash drive?
Reply 10 years ago on Introduction
Yes and it also allows you to keep a whole OS in your pocket if ou use the right ISP.",0
Rapid_version__READ_ME_FOR_DECRYPT.txt_train30,"Warning Your documents,photos,databases,important files have been encrypted by RSA4096 and AES256! If you modify any file, it may cause make you cannot decrypt!!! Don't waste your precious time to try decrypt the files. If there is no key that we provide to you , NO ONE can decrypt your precious files, even Jesus. How to decrypt your files ? You have to pay for decryption in bitcoin To decrypt your files,please following the steps below 1,Pay REPLACEDLINK bitcoin to this address:  Pay To :  Amount : REPLACEDLINK 2,After you have finished paying,Contact us and Send us your DecryptID via email 3,Once we have confimed your deal,You can use the tool we sent to you to decrypt all your files. How to obtain bitcoin ? The easiest",1
Rapid_version__READ_ME_FOR_DECRYPT.txt_train31,"way to buy bitcoin is LocalBitcoins site. You have to register, click Buy bitcoins and select the seller by payment method and price REPLACEDLINK REPLACEDLINK bitcoin REPLACEDLINK If you have any questions please do not hesitate to contact us Contact Email	: REPLACEDLINK DecryptID :  ArLxAtBikdre70  05wNiB   T3    AQ  WK8  XZsnW1OKyW0t7f dUxuKHJXXacMlu Nhq7   xG406OTqE 3xHkxaVjhzyQ",1
em_448_train32,"I have purchased firstclass IT products via DVDRom. My registration details are also available. Now when I look at my product preview small Insert background sounds, the following message appears the detail format of H: my product archive article 2010 sale Berlin BerlinFiliale REPLACEDLINK cannot be read by warehouse products in the IT OFFICE catalog. Please make sure that the affected drive is not full or writeprotected. If you don't If you have permission to read and write to this file, please contact the Administrator. What should I do? My activation efforts have so far failed because I did not knows where I can find the ComputerID I'm looking for, I'm very disappointed! Thanks im Advance for a quick reply. MfG joke",0
em_407_train33,"Dear Sirs,
I have been a user of sales firstclass 20 Ultimate for some time. When using the
Program, errors occur every time with the additional functions of Auto Sort SD
I usually also sent error logs. This is of course when working with the
Program VERY annoying and not exactly productive !!!!
A function Getright is so defective that not even an output X is installed
is! Once the function has been called it will not go away. Then you can only
shut down and restart the computer. !!! The project is then of course until
last save point gone VERY ANGRY !!!!
What can you offer me so that the program works in the future and I at the
Application more than FRUST have REPLACEDLINK Finally, the software came to me proud 150? and
Your promotion of",0
em_407_train34,"this software and its performance is pretty pink REPLACEDLINK As source material I use my own articles and processes WDT, DAT statistics files also my own
from USB to Windos Paymentreader or article preview statistics from the warehouse program. My computer
has Windos 7 With best regards and an early reply hoping",0
diy_3D Printed Remote Controlled BB8 Droid - Make Course_train35,"Introduction: 3D Printed Remote Controlled BB8 Droid Make Course
This instructable was created in fulfillment of the project requirement of the Makecourse at the University of South Florida REPLACEDLINK Hello Guys,
This is my final project for the Make Course at USF. We were able to build anything we wanted, as long as it operated with the Arduino platform. With Star Wars being a big thing right now, I decided to create my own BB8 Droid. I'll show you the process of how I created the BB8 Droid.
Step 1: Design and 3D Print
Designing is the first step in figuring out how your project will work. For me, I gathered a bunch of ideas online and put my ideas to work. I used AutoCAD Inventor to design the BB8 Droid and",0
diy_3D Printed Remote Controlled BB8 Droid - Make Course_train36,"all the files are available below. My approach was similar to some designs, but with some minor twists. All the parts were 3D printed for this project. The BB8 CoreBody file will be the core of the project, it will house the electronics and be the main focus point of this project. The BB8 CoreBody Motor 1 file is an additional file to use if you are using different motors. The BB8 CoreTop file is the top piece to the body. The Arduino will be screwed down onto it and will also have the magnets and support wheels attached to it. The Top Custom Wheel file are the wheels that will be used a supports. They will connect to the top part in the side slots. The BB8",0
diy_3D Printed Remote Controlled BB8 Droid - Make Course_train37,"Design Thread 1 2 are the half spheres that have threaded ends and can be screwed together. These will eventually encase the core and will roll around. The BB8 Head file is the head of the droid. This will attach to the ball by using magnets. There are pockets that were created to fit magnets into them.
I added both the AutoDesk Inventor file and the STL file. So you can open and change the file however you need it or you can go ahead and print what I have here.
Attachments
Step 2: Gather Materials
Deciding on parts can take some time, so you want to make sure you get the right ones. For this project, I wanted to get components that were simple to use. Below, you can see all",0
diy_3D Printed Remote Controlled BB8 Droid - Make Course_train38,"the parts I needed to get my BB8 rolling. Arduino Uno R3 L298N Motor Driver MPU6050 Accelerometer Gyroscope HC06 Wireless Bluetooth Module REPLACEDLINK Lipo Battery Lipo Battery Charger 2 17mm Rubber Wheel REPLACEDLINK Bore 2 10mm x 3mm Neodymium Magnets REPLACEDLINK metal rod Female to Male Wire Jumpers Resistors 2 36v DC Motors REPLACEDLINK Shaft Lead Weights Circuit Wire 4 2mm Screws 4 REPLACEDLINK Screws 4 3mm Screws 2 2mm Washers All Purpose Putty Contact Cemente Smartphone Super Glue Grey Primer Spray Paint Black, White, Orange, Grey, Clear Spray Paint Plastidip or Flexidip Breadboards Micro Breadboard Velcro Strips Precision Bit Screwdriver Set Dremel Electric Drill 2mm, REPLACEDLINK 3mm Drill Bits Electrical Tape Painters Tape 120 Grit, 200 Grit Sandpaper
Step 3: Build the Circuit
Breadboarding and testing the circuit is",0
diy_3D Printed Remote Controlled BB8 Droid - Make Course_train39,"always a good step to do. It allows you to find any problems and or make changes. I did this to verify proper operation of each component and also to test out code.
MPU6050 Accelerometer Gyroscope:
This device will be used to determine the angle of the BB8 head. In order to keep the head in the upright position.
HC06 BlueTooth Module:
This device will be used to accept direction commands from the phone to the Arduino to control the motors on the BB8 Core. A voltage divider will need to be used to protect the HC06 from the high voltage on the Arduino. Check out the circuit diagram to see the configuration.
L298N Motor Driver:
This device is used to control the two DC motors with PWM signals from the Arduino. The motors",0
diy_3D Printed Remote Controlled BB8 Droid - Make Course_train40,"will operate to the desired directions from the app and the readings from the MPU6050.
Arduino:
The Arduino Uno will be used as the brain for the whole system. The code is designed to bring all the functionality of the devices together and work in a orderly function.
I will explain the functionality of my circuit below:
The smartphone will use the Joystick BlueTooth Commander app to connect to the HC06 and send direction commands to the Arduino. The Arduino will read these values from the HC06 and send a response to the L298N motor driver. The motor driver will begin to spin the wheels forwards or backwards, based on the sent signal. The MPU6050 Accelerometer Gyroscope will keep track of the angle position BB8 is currently in. If the angle reaches",0
